#,Z,Born,rad/Å,SASA/Å²,H-bond
353,8,O,2.282,15.288,-0.002
354,6,C,2.965,1.631,-0.000
355,6,C,3.331,0.442,-0.000
356,7,N,3.500,1.547,-0.000
357,6,C,3.053,6.015,-0.000
358,7,N,2.734,14.280,-0.004
359,6,C,3.735,3.465,-0.000
360,6,C,3.333,4.117,-0.000
361,8,O,2.524,11.390,-0.002
362,7,N,3.338,1.994,-0.001
363,6,C,3.595,4.128,-0.000
364,7,N,2.736,3.282,-0.001
365,7,N,3.005,9.261,-0.003
366,6,C,3.892,3.777,-0.000
367,1,H,2.165,13.119,-0.018
368,1,H,2.149,10.518,-0.014
369,1,H,2.165,14.742,-0.020
370,1,H,2.153,13.459,-0.018
371,1,H,1.949,19.554,-0.026
372,1,H,2.195,11.031,-0.015
373,1,H,2.101,17.557,-0.023
374,1,H,2.292,13.632,-0.018
375,1,H,2.199,10.339,-0.014
376,1,H,3.145,0.120,-0.000
377,1,H,2.678,1.339,-0.002
378,1,H,2.250,16.832,-0.022
379,1,H,1.955,15.451,-0.021
380,1,H,1.894,23.640,-0.032
381,1,H,1.918,21.786,-0.029
382,1,H,1.893,23.723,-0.032
383,1,H,1.945,16.759,-0.022
384,1,H,1.960,15.775,-0.021
385,1,H,1.951,15.985,-0.021
386,1,H,1.960,16.013,-0.021
387,1,H,1.937,17.266,-0.023
388,1,H,1.910,21.833,-0.029
